사업소명,사업소전화번호,소재지도로명주소,소재지지번주소,위도,경도,트랙터및작업기보유대수,경운기및작업기보유대수,관리기및작업기보유대수,땅속작물수확기보유대수,탈곡기및정선작업기보유대수,자주형파종기보유대수,이앙작업기보유대수,벼수확및운반작업기보유대수,기타임대농기계보유정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
남해군 농기계임대사업소,055-860-8969,경상남도 남해군 이동면 남해대로 2465-9,경상남도 남해군 이동면 다정리 953,34.81729267,127.9216718,57,23,29,3,0,0,3,0,농용굴삭기(4)+상토제조기(8)+마늘쪽분리기(2)+잔가지파쇄기(2)+마늘선별기(4)+콩파종기(2)+방역소독기(1)+묘판이송기(2)+운반상자운반기(2)+보행시금치파종기(6)+볍씨파종기(3)+콩수확기(3)+승용콩수확기(1)+승용보리수확기(1)+승용관리기(1)+인력식비닐피복기(3)+석재파쇄기(1)+동력중경체초기전(10)+동력중경제초기답(2)+유압테스트기(1)+유압호수압착기(1)+동력마늘파종기(1)+동력살분무기(2)+농산물선별기(2)+전동가위(1)+승용퇴비살포기(2)+파이프벤딩기(1)+종자온탕소독기(1)+농업용사다리(3)+논두렁제초기(2)+농산물결속기(1)+심토파쇄기(1)+농업용드론(1)+동력운반차(1)+다목적황금파종기(2),055-860-8969,경상남도 남해군 농업기술센터,2024-03-04,5430000,경상남도 남해군
남해군 동남권 농기계임대사업소,055-860-3569,경상남도 남해군 삼동면 동부대로 1740-20,경상남도 남해군 삼동면 금송리 706-10,34.83094428,128.0122261,26,10,15,2,0,4,1,0,동력살분무기(3)+콩선별기(1)+잔가지파쇄기(3)+마늘줄기절단기(3)+마늘선별기(1)+마늘쪽선별기(1)+마늘종자부착기(1)+다목적황금파종기(2)+농용굴삭기(2)+농산물선별기(1)+마늘쪽분리기(3)+전동가위(1)+인력식비닐피복기(1)+논두렁제초기(1)+육묘용파종기(2)+시금치파종기보행(2)+상토제조기(2)+승용퇴비살포기(1)+동력운반차(1)+농업용사다리(3)+종자온탕소독기(1),055-860-3569,경상남도 남해군 농업기술센터,2024-03-04,5430000,경상남도 남해군
남해군 북부권 농기계임대사업소,055-860-3568,경상남도 남해군 고현면 남해대로 3264-55,경상남도 남해군 고현면 도마리 1891-1,34.87778389,127.8926863,35,8,24,4,0,0,1,0,동력마늘파종기(1)+잔가지파쇄기(3)+마늘선별기(2)+마늘쪽선별기(1)+마늘쪽분리기(2)+동력살분무기(2)+마늘줄기절단기(3)+인력식비닐피복기(5)+다목적파종기(4)+농용굴삭기(2)+승용관리기(1)+농업용사다리(3)+승용퇴비살포기(2)+동력운반차(1)+종자온탕소독기(1),055-860-3568,경상남도 남해군 농업기술센터,2024-03-04,5430000,경상남도 남해군
태안군농업기술센터(남부지소),041-670-2455,충청남도 태안군 안면읍 장터로 10,충청남도 태안군 안면읍 승언리 341-125,36.51117012,126.3508553,46,20,32,29,9,0,0,0,0,041-670-2455,태안군농업기술센터,2024-07-01,4620000,충청남도 태안군
태안군농업기술센터(북부지소),041-670-2249,충청남도 태안군 원북면 원이로 1015,충청남도 태안군 원북면 마산리 100-15,36.8348597,126.270938,32,14,11,30,37,2,0,0,0,041-670-2249,태안군농업기술센터,2024-07-01,4620000,충청남도 태안군
태안군농업기술센터(중부지소),041-670-5078,충청남도 태안군 근흥면 마금로 227,충청남도 태안군 근흥면 마금리 326,36.75197207,126.2256279,23,13,21,31,26,0,0,0,0,041-670-5078,태안군농업기술센터,2024-07-01,4620000,충청남도 태안군
합천군 중부권 농기계대여은행,055-930-3666,경상남도 합천군 용주면 고품부흥1길 7,경상남도 합천군 용주면 고품리 910-302,35.55210227,128.1124195,273,8,40,38,22,27,6,10,,055-930-3666,경상남도 합천군청,2024-04-26,5480000,경상남도 합천군
합천군 동부권 농기계대여은행,055-930-4184,경상남도 합천군 적중면 황강옥전로 1889,경상남도 합천군 적중면 부수리 403,35.55646382,128.2870688,207,9,32,20,12,5,0,6,,055-930-4184,경상남도 합천군청,2024-04-26,5480000,경상남도 합천군
합천군 남부권 농기계대여은행,055-930-4187,경상남도 합천군 삼가면 서부로 170,경상남도 합천군 삼가면 하판리 1314-3,35.41575375,128.1056803,159,8,22,15,12,4,0,6,,055-930-4187,경상남도 합천군청,2024-04-26,5480000,경상남도 합천군
중부 농업기계임대사업소,055-570-4266,경상남도 의령군 정곡면 법정로1길6,경상남도 의령군 정곡면 백곡리 952,,,45,9,8,26,13,6,0,3,"47대(굴착기2,농용고업세척기1,채소이식기1,목재파쇄기2,퇴비살포기7,콩수확기1,마늘통선별기3,벼직파기2,동력전정가위2,탈망기2,트레일러1,농산물줄기 절단기3,육묘잎자르기3,육묘상자세척기2,육묘상자운반기구3,승용형이식기3,마늘쪽분리기3,동력이식기3,마늘선별기3,",055-570-4266,경상남도 의령군,2024-08-06,6480000,경상남도
동부 농업기계임대사업소,055-570-4267,경상남도 의령군 부림면 한지31길6,경상남도 의령군 부림면 신반리 160-11,,,95,7,6,19,11,5,0,3,"41대(굴착기3,농용고업세척기1,채소이식기1,목재파쇄기2,퇴비살포기11,콩수확기1,마늘통선별기3,벼직파기2,동력전정가위2,탈망기2,트레일러1,농산물줄기 절단기3,육묘잎자르기3,육묘상자세척기2,육묘상자운반기구3",055-570-4267,경상남도 의령군,2024-08-06,6480000,경상남도
서부 농업기계임대사업소,055-570-4255,경상남도 의령군 칠곡면 진의로 2210-6,경상남도 의령군 칠곡면 신포리 241,,,40,5,4,5,7,1,0,1,"15대(굴착기1,농용고업세척기1,채소이식기1,목재파쇄기2,퇴비살포기7,콩수확기1,마늘통선별기2",055-570-4255,경상남도 의령군,2024-08-06,6480000,경상남도
함안군농기계임대사업소(가야권),055-580-4482,경상남도 함안군 가야읍 삼봉로 422,경상남도 함안군 가야읍 묘사리 910,,,105,5,15,20,21,1,1,0,"78대(굴착기3, 온탕소독기1, 모판이송기5, 친환경제초기4, 덩쿨파쇄기1, 톤백저울10, 곡물풍구3, 마늘쪽분리기3, 마늘양파선별기5, 비닐수거기5, 제초기(승용)2, 제초기(보행)3, 사료작물수확기1, 양파마늘줄기절단기2, 퇴비살포기(자주형)4, 목재파쇄기5, 콩콤바인3, 콩수확기3, 잡곡탈곡기2, 탈망기2, 고압세척기4, 농용로우더1, 논두령제초기2, SS1, 파이프벤딩기2, 운반차(자주형)1",055-580-4482,경상남도 함안군,2024-08-06,6480000,경상남도
함안군농기계임대사업소(삼칠권),055-580-4492,경상남도 함안군 칠서면 회산길 108,경상남도 함안군 칠서면 회산리 34-3,,,91,5,10,10,18,1,0,0,"50대(굴착기3, 온탕소독기1, 모판이송기3, 친환경제초기2, 덩쿨파쇄기1, 톤백저울6, 곡물풍구2, 마늘쪽분리기2, 마늘양파선별기3, 비닐수거기2, 제초기(승용)2, 제초기(보행)2, 사료작물수확기1, 양파마늘줄기절단기1, 퇴비살포기(자주형)3, 목재파쇄기3, 콩수확기3, 잡곡탈곡기1, 탈망기2, 고압세척기2, 논두령제초기2, 파이프벤딩기2, 운반차(자주형)1",055-580-4492,경상남도 함안군,2024-08-06,6480000,경상남도
함안군농기계임대사업소(중부권),055-580-4442,경상남도 함안군 산인면 서봉로 13,경상남도 함안군 산인면 부봉리 469-1,,,25,0,6,5,9,0,1,0,"12대(굴착기1, 곡물풍구1, 비닐수거기2, 제초기(보행)1, 퇴비살포기(자주형)2, 목재파쇄기2, 콩수확기1, 잡곡탈곡기1, 무논직파기1)",055-580-4442,경상남도 함안군,2024-08-06,6480000,경상남도
창녕군 농기계임대사업소 본소,055-530-6186,경상남도 창녕군 대지면 우포2로 1069-15,경상남도 창녕군 대지면 효정리 291,,,441,66,82,103,24,74,0,0,,055-530-6195,경상남도 창녕군,2024-08-06,6480000,경상남도
창녕군 농기계임대사업소 분소,055-530-6192,경상남도 창녕군 도천면 신제로 357-3,경상남도 창녕군 도천면 일리 666,,,155,20,43,82,17,29,0,0,,055-530-6192,경상남도 창녕군,2024-08-06,6480000,경상남도
고성군 농기계임대사업소 본소,055-670-4238,경상남도 고성군 고성읍 남해안대로 2829-60,경상남도 고성군 고성읍 우산리 206-2,,,189,35,107,38,23,6,15,0,,055-670-4238,경상남도 고성군,2024-08-06,6480000,경상남도
고성군 농기계임대사업소 북부권역,055-670-4294,경상남도 고성군 영오면 옥천로 1447,경상남도 고성군 영오면 연당리 926,,,57,5,35,8,6,2,6,0,,055-670-4294,경상남도 고성군,2024-08-06,6480000,경상남도
고성군 농기계임대사업소 서부권역,055-670-4284,경상남도 고성군 하일면 자란만로 1700,경상남도 고성군 하일면 학림리 381,,,47,5,43,4,5,0,5,0,,055-670-4284,경상남도 고성군,2024-08-06,6480000,경상남도
남해군 임대사업소(본소),055-860-8969,경상남도 남해군 이동면 남해대로 2465-9,경상남도 남해군 이동면 다정리 953,,,14,10,22,6,3,8,2,2,농용굴삭기(4)+상토제조기(8)+마늘쪽분리기(2)+잔가지파쇄기(2)+마늘선별기(4)+콩파종기(2)+방역소독기(1)+묘판이송기(2)+운반상자운반기(2)+보행시금치파종기(6)+볍씨파종기(3)+콩수확기(3)+승용콩수확기(1)+승용보리수확기(1)+승용관리기(1)+인력식비닐피복기(3)+석재파쇄기(1)+동력중경체초기전(10)+동력중경제초기답(2)+유압테스트기(1)+유압호수압착기(1)+동력마늘파종기(1)+동력살분무기(2)+농산물선별기(2)+전동가위(1)+승용퇴비살포기(2)+파이프벤딩기(1)+종자온탕소독기(1)+농업용사다리(3)+논두렁제초기(2)+농산물결속기(1)+심토파쇄기(1)+농업용드론(1)+동력운반차(1)+다목적황금파종기(2),055-860-8969,경상남도 남해군,2024-08-06,6480000,경상남도
남해군 동남권임대사업소,055-860-3569,경상남도 남해군 삼동면 동부대로 1740-20,경상남도 남해군 삼동면 금송리 706-10,,,4,4,17,5,2,7,1,0,동력살분무기(3)+콩선별기(1)+잔가지파쇄기(3)+마늘줄기절단기(3)+마늘선별기(1)+마늘쪽선별기(1)+마늘종자부착기(1)+다목적황금파종기(2)+농용굴삭기(2)+농산물선별기(1)+마늘쪽분리기(3)+전동가위(1)+인력식비닐피복기(1)+논두렁제초기(1)+육묘용파종기(2)+시금치파종기보행(2)+상토제조기(2)+승용퇴비살포기(1)+동력운반차(1)+농업용사다리(3)+종자온탕소독기(1),055-860-3569,경상남도 남해군,2024-08-06,6480000,경상남도
남해군 북부권임대사업소,055-869-3568,경상남도 남해군 고현면 남해대로 3264-55,경상남도 남해군 고현면 도마리 1891-1,,,6,2,22,7,1,6,1,0,동력마늘파종기(1)+잔가지파쇄기(3)+마늘선별기(2)+마늘쪽선별기(1)+마늘쪽분리기(2)+동력살분무기(2)+마늘줄기절단기(3)+인력식비닐피복기(5)+다목적파종기(4)+농용굴삭기(2)+승용관리기(1)+농업용사다리(3)+승용퇴비살포기(2)+동력운반차(1)+종자온탕소독기(1),055-869-3568,경상남도 남해군,2024-08-06,6480000,경상남도
하동군 본점 임대사업소,055-880-2686,경상남도 하동군 적량면 한옥정길90,경상남도 하동군 적량면 동산리 1830-1,,,111,31,54,22,28,6,3,0,,055-880-2686,경상남도 하동군,2024-08-06,6480000,경상남도
하동군 동부권 임대사업소,055-884-2688,경상남도 하동군 북천면 금천길 21,경상남도 하동군 북천면 직전리 556-10,,,30,11,34,6,3,2,0,0,,055-884-2688,경상남도 하동군,2024-08-06,6480000,경상남도
하동군 남부권 임대사업소,055-883-2686,경상남도 하동군 고전면 죽전길 9,경상남도 하동군 고전면 고하리 154-1,,,55,16,15,6,5,2,2,0,,055-883-2686,경상남도 하동군,2024-08-06,6480000,경상남도
산청 농기계임대사업소,055-970-7953,경상남도 산청군 산청읍 정곡척지로3번길 62,경상남도 산청군 산청읍 병정리 326-1,,,100,17,35,32,17,6,0,0,,055-970-7953,경상남도 산청군,2024-08-06,6480000,경상남도
단성 농기계임대사업소,055-970-7961,경상남도 산청군 단성면 목화로 909,경상남도 산청군 단성면 사월리 22,,,56,10,16,16,6,7,0,0,,055-970-7961,경상남도 산청군,2024-08-06,6480000,경상남도
함양군농기계임대사업소(중부권),055-960-5299,경상남도 함양군 함양읍 고운로 539,경상남도 함양군 함양읍 백천리 408-2,,,63,6,17,9,9,1,0,0,,055-960-5299,경상남도 함양군,2024-08-06,6480000,경상남도
함양군농기계임대사업소(북부권),055-960-5297,경상남도 함양군 안의면 거함대로 1712,경상남도 함양군 안의면 교북리 37,,,44,5,12,10,6,1,0,0,,055-960-5297,경상남도 함양군,2024-08-06,6480000,경상남도
인제군농업기술센터 농업기계임대사업소 인제본소,033-460-2254,강원도 인제군 인제읍 비봉로44번길 105,강원도 인제군 인제읍 남북리 816,38.05881329,128.1659613,87,6,74,17,19,0,8,6,탈망기(2)+종자발아기(2)+농용굴삭기(3)+인력파종기(23)+인력비닐피복기(7)+동력이식기(7)+동력살분무기(7)+동력분무기(4)+자주식베일러(1)+동력예취기(2)+승용예취기(2)+팥정선기(1)+콩예취기(5)+콩정선기(3)+오일여과장치(1)+잡곡콤바인(1)+콩콤바인(1)+풍구(4)+목재파쇄기(7)+농용파이프밴딩성형기(1)+농용동력운반차(1)+육묘파종기(1)+승용관리기(2)+퇴비살포기 차량용(4)+퇴비살포기 자주식(3),033-460-2254,강원도 인제군청,2023-06-07,4331000,강원특별자치도 인제군
인제군농업기술센터 농업기계임대사업소 기린지소,033-463-4191,강원도 인제군 기린면 창암길 15-8,강원도 인제군 기린면 현리 840-14,37.94554815,128.3122705,57,5,46,20,15,0,5,6,종자발아기(2)+농용굴삭기(2)+인력파종기(19)+인력비닐피복기(3)+동력이식기(3)+퇴비살포기 자주식(5)+퇴비살포기 차량용(2)+동력살분무기(5)+동력분무기(5)+승용예취기(1)+콩예취기(5)+콩정선기(4)+잡곡콤바인(2)+풍구(3)+목재파쇄기(3)+농용동력운반차(1)+농용파이프벤팅성형기(1)+승용관리기(2)+육묘용파종기(2)+휴립피복기(1),033-463-4191,강원도 인제군청,2023-06-07,4331000,강원특별자치도 인제군
합천군 동부권 농기계대여은행,055-930-4184,경상남도 합천군 적중면 황강옥전로 1889,경상남도 합천군 적중면 부수리 403,,,144,9,27,0,13,13,0,2,"116(굴착기4,노면청소기1,농기계용사다리18,딸기배지파쇄기1,농산물선별기13,농산물줄기절단기2,농업용고소작업차1,과수박피기1,동력운반차6,스키드로더2,동력항타기1,콘베어2,톱밥복토기3,동력분무기(차량용)4,동력살분무기1,동력수확기2,동력예취기2,논두렁제초기1,동력제초기(승용)2,덩굴파쇄기2,잔가지파쇄기5,마늘쪽분리기12,동력분무기(충전식)1,잡곡수확기1,양파수집기(보행형)1,광역살포기1,,유압도끼1,육묘파종기등4,양파전엽기6,붐스프레이어1,탈망기1,축분교반기1,퇴비살포기(ss기용)7,퇴비살포기(차량용)1,파렛트랩핑기1,다목적파종기(트레이)1,다목적파종기(인력)1,전정가위1",055-930-4184,경상남도 합천군,2024-08-06,6480000,경상남도
합천군 남부권 농기계대여은행,055-930-4187,경상남도 합천군 삼가면 서부로 170,경상남도 합천군 삼가면 하판리 1314-3,,,102,8,23,0,15,13,0,2,"98(굴착기2,노면청소기1,농기계용사다리13,농산물선별기13,농업용고소작업차1,과수박피기1,동력운반차6,스키드로더1,동력항타기1,콘베어2,톱밥복토기2,동력분무기(차량용)4,동력살분무기1,동력예취기2,논두렁제초기1,동력제초기(승용)2,톱밥제조기2,덩굴파쇄기1,잔가지파쇄기5,마늘쪽분리기8,동력분무기(충전식)1,스피드스프레이어1,양파수집기(보행형)1,에어콤프레셔1,원거리방제기1,유압도끼1,육묘파종기등4,양파전엽기6,붐스프레이어1,탈망기1,퇴비살포기(ss기용)7,퇴비살포기(차량용)1,파렛트랩핑기1,다목적파종기1,전정가위1",055-930-4187,경상남도 합천군,2024-08-06,6480000,경상남도
합천군 북부권 농기계대여은행,055-930-4190,경상남도 합천군 야로면 미숭산로 21,경상남도 합천군 야로면 야로리 225-5,,,95,8,18,0,14,6,0,2,"99(굴착기2,노면청소기1,농기계용사다리13,농산물선별기12,농업용고소작업차1,과수박피기1,동력운반차7,스키드로더1,동력항타기1,콘베어2,톱밥복토기2,동력분무기(차량용)4,동력살분무기1,동력예취기2,논두렁제초기2,동력제초기(승용)3,톱밥제조기1,덩굴파쇄기1,잔가지파쇄기5,마늘쪽분리기7,동력분무기(충전식)1,스피드스프레이어4,양파수집기(보행형)1,에어콤프레셔2,원거리방제기1,유압도끼1,육묘파종기등4,양파전엽기4,붐스프레이어1,탈망기1,퇴비살포기(ss기용)5,퇴비살포기(차량용)1,파렛트랩핑기1,다목적파종기1,전정가위1,무논정지기1",055-930-4190,경상남도 합천군,2024-08-06,6480000,경상남도
농기계임대사업 본소,054-789-5282,경상북도 울진군 매화면 매화매실길 76,경상북도 울진군 매화면 매화리 1032-28,36.91801441,129.3797739,225,20,61,35,19,1,7,2,가정용도정기(2)+결속기(3)+농산물제피기(1)+농업용고압세척기(5)+농업용굴착기(7)+농업용동력운반차(2)+농업용로우더(2)+농업용베일러(2)+농업용지주설치기(3)+농용양수기(6)+농용파이프벤딩성형기(1)+동력분무기(1)+동력살분무기(1)+동력수확기(1)+동력예취기(2)+동력이식기(14)+동력제초기(6)+동력파쇄기(11)+무인항공방제기(10)+볍씨발아기(3)+분무기(3)+비료살포기(7)+살분무기(5)+스피드스프레이어(3)+원거리용방제기(1)+육묘잎자르기(1)+자주형동력문무기(1)+자주형심토파쇄기(1)+장작제조기(1)+제초기(6)+종자발아기(9)+종자선별기(1)+친환경제재제조기(2)+칼날연마기(1)+콩예취기(3)+휴대용자동전동가위(4),054-789-5280,경상북도 울진군농업기술센터,2024-07-31,5250000,경상북도 울진군
